"No.","Time","Source","Data","Data","Destination","Protocol","Length","Info"
"86","74.074799880","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"87","75.074045239","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"88","76.073495427","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"89","77.074048295","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"90","78.073720879","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"91","79.074022639","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"92","80.072982774","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"93","81.072053857","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"94","82.073235989","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"95","83.073439058","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"96","84.073581010","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"97","85.073000266","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"98","86.073037432","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"99","86.543658069","172.16.42.139","","","172.16.42.255","BROWSER","278","Local Master Announcement SERVER, Workstation, Server, Print Queue Server, Xenix Server, NT Workstation, NT Server, Master Browser"
"100","86.543692907","172.16.42.139","","","172.16.42.255","BROWSER","249","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
"101","87.072092213","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"102","88.072615750","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"103","89.072855175","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"104","90.072086916","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"105","90.997924338","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"106","92.071359053","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"107","92.997189562","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"108","93.997626626","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"109","94.997211468","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"110","95.997052826","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"111","97.035810890","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"112","97.997177936","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"113","99.071080620","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"114","100.071495533","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"115","100.996945859","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"116","101.867735492","172.16.42.1","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","172.16.42.255","UDP","86","57621  >  57621 Len=44"
"117","102.070613798","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"118","103.071852309","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"119","103.996509215","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"120","105.066971047","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"121","106.070268187","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"122","107.070845127","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"123","108.069853850","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"124","109.070385134","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"125","110.070303707","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"126","110.995876954","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"127","111.995341917","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"128","113.070462164","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"129","114.069873606","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"130","115.047005161","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"131","116.069979285","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"132","116.995762546","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"133","118.068166013","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"134","118.994133356","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"135","120.069742476","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"136","120.994642965","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"137","122.068121200","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"138","123.068203265","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"139","124.068341751","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"140","124.993673683","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"141","126.068835966","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"142","126.993450187","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"143","128.067302184","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"144","129.068169427","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"145","129.480113015","172.16.42.1","","","mdns.mcast.net","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"146","130.067700137","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"147","131.068434390","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"148","131.404486213","172.16.42.1","","","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"149","131.870178751","172.16.42.1","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","172.16.42.255","UDP","86","57621  >  57621 Len=44"
"150","132.068362014","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"151","133.067872239","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"152","134.068338661","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"153","135.067951610","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"154","135.937659662","172.16.42.1","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","53706f7455647030e62bce4ad9ea665a000100044895c203645c89390e8e6c535da3950câ\200\246","172.16.42.255","UDP","86","57621  >  57621 Len=44"
"155","136.068387484","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"156","136.994013319","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"157","138.067831244","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"158","139.068691750","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"159","140.067446141","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"160","140.993503469","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"161","142.067110998","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"162","143.068096180","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"163","143.993958520","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"164","145.069520229","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"165","146.068007157","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"166","147.067187624","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"167","148.068010558","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"168","148.994379962","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
"169","150.068407794","172.16.42.1","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","00694d61632d64652d4d61632e6c6f63616c0000007000008543266cff7f00000030dd12â\200\246","172.16.42.255","UDP","305","54915  >  54915 Len=263"
